iteration,average_reward,feedback_rate
1 , -97.821970 , 0.038697
2 , -131.013714 , 0.010183
3 , -141.128791 , 0.010183
4 , -121.183604 , 0.024440
5 , -31.755325 , 0.044807
6 , -33.076165 , 0.009217
7 , -33.498471 , 0.012220
8 , -60.099181 , 0.046843
9 , -151.996348 , 0.059063
10 , -39.492318 , 0.105906
11 , -46.351228 , 0.024440
12 , -11.238732 , 0.083700
13 , -10.479161 , 0.000000
14 , -12.379750 , 0.000000
