iteration,reward,average_reward
1 , 181.0 , 181.0
2 , 149.0 , 165.0
3 ,  60.0 , 130.0
4 , 200.0 , 147.5
5 ,  75.0 , 133.0
6 , 200.0 , 144.2
7 ,  80.0 , 135.0
8 , 200.0 , 143.1
9 , 184.0 , 147.7
