iteration,reward,average_reward
1 , 105.0 , 105.0
2 ,  69.0 ,  87.0
3 , 105.0 ,  93.0
4 ,  34.0 ,  78.2
5 , 116.0 ,  85.8
6 , 183.0 , 102.0
7 , 163.0 , 110.7
8 ,  81.0 , 107.0
9 ,  52.0 , 100.9
10 ,  25.0 ,  93.3
