iteration,average_reward,feedback_rate
1 , -307.064281 , 0.943396
2 , -284.339945 , 0.721311
3 , -264.754916 , 0.740964
4 , -41.967868 , 0.281787
5 , 175.868948 , 0.375439
6 , 211.217812 , 0.143617
7 , 238.265395 , 0.273723
8 , 252.288880 , 0.028986
9 , 185.112254 , 0.057143
10 , 264.064396 , 0.115702
11 , 258.119740 , 0.000000
12 , 253.354667 , 0.050000
13 , 254.358255 , 0.000000
14 , 260.553771 , 0.000000
15 , 261.280112 , 0.000000
16 , 260.516378 , 0.000000
17 , 253.139840 , 0.000000
