iteration,reward,average_reward
1 , 102.0 , 102.0
2 , 193.0 , 147.5
3 , 128.0 , 141.0
4 ,  67.0 , 122.5
5 , 200.0 , 138.0
6 , 109.0 , 133.2
7 , 125.0 , 132.0
8 ,  35.0 , 119.9
9 ,  38.0 , 110.8
10 ,  76.0 , 107.3
11 ,  30.0 , 100.3
12 ,  45.0 ,  95.7
13 ,  27.0 ,  90.4
14 ,  63.0 ,  88.4
15 ,  64.0 ,  86.8
16 ,  60.0 ,  85.1
17 , 134.0 ,  88.0
18 ,  75.0 ,  87.3
19 ,  27.0 ,  84.1
