iteration,reward,average_reward
1 ,   0.7 ,   0.7
2 , -386.1 , -192.7
3 , -44.7 , -143.4
4 , -415.1 , -211.3
5 , -13.6 , -171.8
6 , 295.2 , -93.9
7 , -68.0 , -90.2
8 , -109.5 , -92.6
9 , -46.0 , -87.4
10 , -64.2 , -85.1
11 , -706.1 , -141.6
12 , -64.4 , -135.1
13 , -24.6 , -126.6
14 , 258.7 , -99.1
15 , -192.8 , -105.4
16 , -449.9 , -126.9
17 , -59.5 , -122.9
18 , 274.1 , -100.9
19 ,  23.3 , -94.3
20 , -62.2 , -92.7
21 , -42.2 , -90.3
