iteration,reward,average_reward
1 , 306.4 , 306.4
2 , -141.2 ,  82.6
3 ,   6.1 ,  57.1
4 , 223.6 ,  98.7
5 ,  21.6 ,  83.3
6 , 237.8 , 109.0
7 , 175.9 , 118.6
8 , 219.9 , 131.3
9 , 260.9 , 145.7
