iteration,reward,average_reward
1 ,  57.0 ,  57.0
2 , 136.0 ,  96.5
3 , 200.0 , 131.0
4 , 105.0 , 124.5
5 ,  26.0 , 104.8
6 ,  42.0 ,  94.3
7 , 200.0 , 109.4
8 , 200.0 , 120.8
