iteration,average_reward
1 , -231.745671
2 , -127.211418
3 , -26.775574
4 , -116.116993
5 , -11.416927
6 , 55.796942
7 , 63.043068
8 , 185.835361
9 , 70.376152
10 , 122.247453
11 , 214.267583
12 , 162.844255
13 , 180.256048
