iteration,total_reward,policy_loss,idm_loss
1 , 200.0 , 0.34079766 , 0.0008809416
2 , 99.0 , 0.33501682 , 0.00029694758
3 , 200.0 , 0.37290516 , 0.00012550504
4 , 200.0 , 0.29269955 , 5.9554714e-05
5 , 200.0 , 0.23801354 , 3.0898453e-05
6 , 200.0 , 0.23577096 , 1.5866593e-05
7 , 200.0 , 0.21979961 , 9.214817e-06
8 , 200.0 , 0.19031928 , 4.9471705e-06
9 , 200.0 , 0.16187643 , 2.7656508e-06
10 , 200.0 , 0.15642816 , 1.5974028e-06
