iteration,average_reward,policy_loss,fdm_loss
1 , -567.732558 , 0.413027 , 0.674995
2 , -310.527799 , 0.214491 , 0.483793
3 , -246.594778 , 0.223289 , 0.170427
4 , -225.125109 , 0.227472 , 0.179009
5 , -87.445235 , 0.226148 , 0.213430
6 , -33.762072 , 0.190971 , 0.268915
7 , -79.550395 , 0.252414 , 0.213455
8 , -78.202080 , 0.242628 , 0.164061
9 , 16.510662 , 0.207675 , 0.072870
10 , -92.535098 , 0.193762 , 0.153785
11 , 51.040751 , 0.217072 , 0.178601
12 , -32.999772 , 0.218970 , 0.123463
13 , -101.438714 , 0.238897 , 0.169501
14 , -296.440158 , 0.225706 , 0.215957
15 , -143.401764 , 0.221216 , 0.226575
16 , 33.164967 , 0.254895 , 0.177214
17 , -77.389473 , 0.213103 , 0.198842
18 , -63.241199 , 0.206734 , 0.242528
19 , -169.548336 , 0.235583 , 0.161266
20 , -118.394436 , 0.234659 , 0.304321
21 , -141.140978 , 0.333837 , 0.133319
22 , -9.273446 , 0.230725 , 0.163896
23 , 45.081953 , 0.242804 , 0.169090
24 , 160.546231 , 0.260855 , 0.138488
25 , 218.540309 , 0.252675 , 0.195327
26 , 193.846220 , 0.243018 , 0.151222
27 , 142.178638 , 0.242529 , 0.145831
28 , 23.435424 , 0.244775 , 0.124655
29 , 69.814994 , 0.251768 , 0.228713
30 , -27.137040 , 0.289358 , 0.264036
31 , 114.468613 , 0.268339 , 0.247081
32 , -126.396726 , 0.281668 , 0.192436
33 , -66.896578 , 0.324662 , 0.253104
34 , 20.322891 , 0.300482 , 0.179637
35 , -10.943901 , 0.222853 , 0.202059
36 , -3.136423 , 0.274280 , 0.341151
37 , 21.492634 , 0.216830 , 0.201569
38 , -4.668456 , 0.229004 , 0.157483
39 , 18.145699 , 0.228130 , 0.166425
40 , 15.737374 , 0.262368 , 0.108894
