iteration,reward,feedback_rate(/sec)
1 , -26.065835 , 0.629193
2 , -20.189904 , 0.397503
3 , -35.057259 , 0.430541
4 , -9.295176 , 0.132470
5 , -41.569451 , 0.463661
6 , -27.785291 , 0.066299
7 , -47.095606 , 0.331250
8 , -31.631713 , 0.000000
9 , -23.908056 , 0.000000
10 , -28.935638 , 0.435144
11 , -12.477654 , 0.072660
12 , -7.343434 , 0.172882
13 , -13.789763 , 0.271566
14 , -0.054821 , 0.000000
15 , -19.093157 , 0.230354
16 , -16.786853 , 0.473644
17 , -9.964503 , 0.000000
18 , -28.074398 , 0.727930
19 , -30.642775 , 0.863671
20 , -6.364814 , 0.000000
21 , -14.578275 , 1.293403
22 , -17.677167 , 0.669308
23 , -0.188793 , 0.000000
24 , -9.765882 , 0.529660
25 , -7.171579 , 0.425454
26 , -6.218113 , 0.644682
27 , -1.459836 , 0.000000
28 , -20.133549 , 0.602523
29 , -8.701749 , 0.000000
30 , -10.493578 , 0.000000
31 , -24.434723 , 0.586572
32 , -9.268111 , 0.128576
33 , -9.284721 , 0.125759
34 , -17.727020 , 0.177673
35 , -14.249701 , 0.191294
36 , -28.869048 , 0.586635
37 , -8.650188 , 0.189172
38 , -9.950521 , 0.128909
39 , -30.784955 , 0.596601
40 , -5.334794 , 0.000000
41 , -21.246525 , 0.000000
42 , -18.577891 , 0.000000
43 , -23.662974 , 0.066300
44 , -21.156353 , 0.109980
45 , -29.040110 , 0.086330
46 , -11.078187 , 0.000000
47 , -32.025851 , 0.165611
48 , -17.648673 , 0.000000
49 , -20.178953 , 0.099387
50 , -22.357584 , 0.331181
