iteration,total_reward,policy_loss,idm_loss
1 , 9.000000 , 0.693424 , 0.001621
2 , 10.000000 , 0.693326 , 0.001917
3 , 9.000000 , 0.693311 , 0.001974
4 , 9.000000 , 0.692892 , 0.153700
5 , 9.000000 , 0.693192 , 0.001400
6 , 9.000000 , 0.693086 , 0.000226
7 , 10.000000 , 0.693014 , 0.000250
8 , 8.000000 , 0.693173 , 0.000238
9 , 9.000000 , 0.692920 , 0.000217
10 , 10.000000 , 0.693352 , 0.000239
11 , 10.000000 , 0.692954 , 0.000076
12 , 10.000000 , 0.693495 , 0.000069
13 , 9.000000 , 0.693009 , 0.000070
