iteration,total_reward,policy_loss,idm_loss
1 , 56.000000 , 0.942181 , 0.000345
2 , 45.000000 , 0.948098 , 0.000074
3 , 68.000000 , 0.930481 , 0.000129
4 , 50.000000 , 0.888362 , 0.000089
5 , 99.000000 , 0.865535 , 0.000021
6 , 134.000000 , 0.874218 , 0.000020
7 , 271.000000 , 0.880585 , 0.000146
8 , 500.000000 , 0.855446 , 0.000051
9 , 500.000000 , 0.874770 , 0.000082
10 , 500.000000 , 0.866106 , 0.000070
