iteration,reward,average_reward
1 ,  48.0 ,  48.0
2 ,  68.0 ,  58.0
3 ,  26.0 ,  47.3
4 ,  27.0 ,  42.2
5 ,  91.0 ,  52.0
6 ,  19.0 ,  52.0
7 ,  24.0 ,  47.3
8 ,  44.0 ,  46.9
9 ,  94.0 ,  52.8
10 ,  45.0 ,  51.9
11 ,  55.0 ,  52.2
12 ,  70.0 ,  53.8
13 ,  19.0 ,  53.8
14 ,  27.0 ,  51.6
15 ,  70.0 ,  53.0
16 , 113.0 ,  57.3
17 ,  27.0 ,  55.3
18 ,  58.0 ,  55.4
