iteration,reward,average_reward
1 ,  58.0 ,  58.0
2 ,  57.0 ,  57.5
3 ,  19.0 ,  57.5
4 ,  20.0 ,  45.0
5 ,  21.0 ,  39.0
6 ,  61.0 ,  43.4
7 ,  43.0 ,  43.3
8 ,  32.0 ,  41.7
9 ,  21.0 ,  39.1
10 ,  18.0 ,  39.1
11 ,  18.0 ,  39.1
12 ,  20.0 ,  37.0
13 ,  22.0 ,  35.5
14 ,  42.0 ,  36.1
15 ,  27.0 ,  35.3
16 ,  43.0 ,  35.9
17 ,  36.0 ,  35.9
18 ,  49.0 ,  36.8
19 ,  22.0 ,  35.9
20 ,  55.0 ,  37.0
