iteration,reward,average_reward
1 ,  28.0 ,  28.0
2 ,  18.0 ,  23.0
3 ,  34.0 ,  26.7
4 , 137.0 ,  54.2
5 ,  77.0 ,  58.8
6 ,  60.0 ,  59.0
7 , 120.0 ,  67.7
8 ,  63.0 ,  67.1
9 ,  98.0 ,  70.6
10 ,  91.0 ,  72.6
11 ,  54.0 ,  70.9
12 ,  71.0 ,  70.9
13 ,  37.0 ,  68.3
14 ,  55.0 ,  67.4
15 , 149.0 ,  72.8
16 , 200.0 ,  80.8
17 ,  58.0 ,  79.4
18 , 200.0 ,  86.1
19 , 132.0 ,  88.5
20 ,  31.0 ,  85.7
21 , 140.0 ,  88.2
