iteration,reward,average_reward
1 , 187.0 , 187.0
2 ,  25.0 , 106.0
3 , 200.0 , 137.3
4 , 200.0 , 153.0
5 , 185.0 , 159.4
6 , 200.0 , 166.2
7 , 200.0 , 171.0
8 , 200.0 , 174.6
