iteration,reward,average_reward
1 , 165.0 , 165.0
1 ,  16.0 , 165.0
2 ,   7.0 , 165.0
3 ,  16.0 , 165.0
4 ,  16.0 , 165.0
5 ,  16.0 , 165.0
6 ,  49.0 , 165.0
8 , 200.0 , 169.4
9 , 104.0 , 162.1
10 , 200.0 , 165.9
