iteration,average_reward,policy_loss,fdm_loss
1 , -84.759601 , 0.000000 , 0.000000
2 , -90.718051 , 0.000000 , 0.000000
3 , -90.827108 , 0.000000 , 0.000000
4 , -97.405379 , 0.000000 , 0.000000
5 , -65.233883 , 0.000000 , 0.000000
6 , -86.896478 , 0.000000 , 0.000000
7 , -90.415400 , 0.000000 , 0.000000
8 , -89.454330 , 0.000000 , 0.000000
9 , -90.039935 , 0.000000 , 0.000000
10 , -133.191811 , 0.000000 , 0.000000
11 , -38.737967 , 0.000000 , 0.000000
12 , -43.577953 , 0.000000 , 0.000000
13 , -76.714603 , 0.000000 , 0.000000
14 , -88.364848 , 0.000000 , 0.000000
15 , -75.805164 , 0.000000 , 0.000000
16 , -58.606695 , 0.000000 , 0.000000
17 , -72.918634 , 0.000000 , 0.000000
18 , -32.172391 , 0.000000 , 0.000000
19 , -37.181746 , 0.000000 , 0.000000
20 , -17.551585 , 0.000000 , 0.000000
21 , -25.630102 , 0.000000 , 0.000000
22 , -27.154921 , 0.000000 , 0.000000
23 , -15.850246 , 0.000000 , 0.000000
24 , -15.790940 , 0.000000
25 , -15.968723 , 0.000000
26 , -15.646664 , 0.000000
27 , -15.818610 , 0.000000
28 , -15.866923 , 0.000000
29 , -15.578812 , 0.000000
30 , -15.693926 , 0.000000
31 , -15.584242 , 0.000000
32 , -15.596383 , 0.000000
33 , -15.620189 , 0.000000
34 , -15.974787 , 0.000000
35 , -15.719317 , 0.000000
36 , -15.657607 , 0.000000
37 , -15.730970 , 0.000000
38 , -15.578843 , 0.000000
39 , -15.844653 , 0.000000
40 , -15.787974 , 0.000000
41 , -15.745701 , 0.000000
42 , -15.654794 , 0.000000
43 , -15.765359 , 0.000000
44 , -15.525270 , 0.000000
45 , -15.751645 , 0.000000
46 , -15.688877 , 0.000000
47 , -15.673617 , 0.000000
48 , -15.874440 , 0.000000
49 , -15.835848 , 0.000000
50 , -15.663613 , 0.000000
