iteration,average_reward,
1 , -117.159331
2 , -135.389375
3 , -127.263255
4 , -127.456504
5 , -116.236378
6 , -121.197502
7 , -98.072726
8 , -207.746709
9 , -154.310376
10 , -145.267168
11 , -84.929051
12 , -131.284039
13 , -188.095977
14 , -154.130105
15 , -88.180923
16 , -106.460763
17 , -141.110566
18 , -130.007475
19 , -69.341729
20 , -141.874458
21 , -249.438527
22 , -134.895611
23 , -59.010795
24 , -79.358718
25 , -119.463355
26 , -208.417729
27 , -172.992022
28 , -120.528472
29 , -185.302998
30 , -77.450076
31 , -240.876618
32 , -114.215877
33 , -81.935702
34 , -62.060864
35 , -245.337820
36 , -104.182872
37 , -100.913541
38 , -21.508451
39 , -7.152176
40 , -94.020759
41 , -175.098444
42 , -38.747778
43 , -99.868226
44 , -86.226416
45 , -112.123018
46 , -70.553504
47 , -42.904475
48 , -84.479532
49 , -113.219909
50 , -58.442793
51 , -116.595753
52 , -207.981867
53 , -135.614572
54 , -160.223471
55 , -79.682825
56 , -12.112369
57 , -182.682783
58 , -162.086562
59 , -102.428506
60 , -55.733127
61 , -187.010985
62 , -125.958189
63 , 11.243618
64 , -236.882602
65 , -139.717861
66 , -174.218150
67 , -171.816342
68 , -288.621779
69 , -164.109795
70 , -114.583687
71 , -146.886786
72 , -66.527698
73 , -200.310005
74 , -93.964157
75 , -176.125416
76 , -201.617412
77 , -153.689509
78 , -255.228917
79 , -81.624196
80 , -159.908104
81 , -264.858626
82 , -227.365492
83 , -92.696923
84 , -48.624001
85 , -74.929346
86 , -115.775190
87 , -185.363679
88 , -81.983556
89 , -192.419501
90 , -138.385482
91 , -310.358888
92 , -318.959202
93 , -230.535002
94 , -140.495878
95 , -145.300191
96 , -319.799044
97 , -292.701605
98 , -137.863752
99 , -234.673632
100 , -380.481174
101 , -288.476294
102 , -332.806024
103 , -146.841562
104 , -97.543600
105 , -256.226913
106 , -238.423743
107 , -271.616746
108 , -334.855872
109 , -113.581858
110 , -362.195530
111 , -164.424138
112 , -82.355389
113 , -337.023478
114 , -150.815734
115 , -350.254324
116 , -180.025154
117 , -125.928200
118 , -198.545260
