agent_rewards
15.000000
15.000000
15.000000
14.000000
15.000000
15.000000
14.000000
15.000000
15.000000
16.000000
18.000000
18.000000
16.000000
17.000000
17.000000
16.000000
17.000000
16.000000
98.000000
98.000000
93.000000
109.000000
94.000000
93.000000
104.000000
109.000000
90.000000
136.000000
138.000000
141.000000
147.000000
136.000000
141.000000
130.000000
142.000000
136.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
200.000000
