iteration,reward,average_reward
1 , -17.6 , -17.6
2 , -171.0 , -94.3
3 , 254.1 ,  21.8
4 , -295.1 , -57.4
5 , -127.9 , -71.5
6 , -119.0 , -79.4
7 , 184.0 , -41.8
8 , 173.0 , -14.9
9 , -302.2 , -46.9
10 , -10.1 , -43.2
11 , -151.8 , -53.1
12 , -91.2 , -56.2
13 , -97.0 , -59.4
14 , 180.1 , -42.3
15 ,   4.8 , -39.1
16 , 208.5 , -23.7
