iteration,total_reward,policy_loss,idm_loss
1 , 678.5231118527767 , 0.025481733 , 0.005960063
2 , 242.62589353743087 , 0.01412847 , 0.0085108485
3 , 520.5241061371379 , 0.02428507 , 0.0060015228
4 , 374.4924571580127 , 0.012380572 , 0.0055302125
5 , 507.8450865429965 , 0.014390036 , 0.0013932259
6 , 385.14847194127003 , 0.009015552 , 0.0014578562
7 , 219.9122963578895 , 0.011214037 , 0.0015154012
8 , 537.337341285583 , 0.020097323 , 0.001602886
9 , 377.390574250013 , 0.015881518 , 0.0020313808
10 , 378.7468204758212 , 0.015011292 , 0.0024243786
11 , 310.71244711547496 , 0.022770483 , 0.002308276
12 , 341.33521283411744 , 0.03568838 , 0.0014586458
13 , 349.08733686638595 , 0.009553788 , 0.00062012556
14 , 348.18411047304784 , 0.011343517 , 0.0032827451
15 , 391.7532163218361 , 0.018149795 , 0.0019344772
16 , 217.21568694394082 , 0.014462681 , 0.00073924597
17 , 504.8686688366876 , 0.0084423935 , 0.0015400563
18 , 207.46633170013445 , 0.018079378 , 0.0100530675
19 , 169.33982246661398 , 0.035654288 , 0.0019859339
20 , 601.1675129447264 , 0.024618179 , 0.023561124
21 , 344.89477079292243 , 0.020995209 , 0.0032684305
22 , 446.68882645565446 , 0.024702065 , 0.007856067
23 , 647.7903071216662 , 0.026098343 , 0.0012863871
24 , 835.7500699332695 , 0.014669506 , 0.0015125425
25 , 222.23635540972367 , 0.014104602 , 0.008257912
26 , 780.6777068813125 , 0.011407566 , 0.0005993519
27 , 375.43574998799 , 0.0073137893 , 0.009283826
28 , 217.13694844195794 , 0.014598676 , 0.0009647136
29 , 700.7482690245251 , 0.008165652 , 0.0014402723
30 , 210.3167683011851 , 0.01764821 , 0.0011904697
31 , 221.98312326562154 , 0.017496396 , 0.0005453263
32 , 749.7984823978397 , 0.013755425 , 0.0018226975
33 , 899.2665724133781 , 0.02052426 , 0.0018474412
34 , 986.7294947967105 , 0.013961755 , 0.0013460091
35 , 374.8230408288041 , 0.014718422 , 0.0037497208
36 , 801.9541220049628 , 0.017898243 , 0.0130596785
37 , 221.0168151230565 , 0.015265796 , 0.0048589064
38 , 328.48737767299787 , 0.016997593 , 0.00909173
39 , 703.7839416024311 , 0.014131543 , 0.003348629
40 , 222.0595054904209 , 0.01563007 , 0.019985326
