iteration,average_reward,feedback_rate
1 , -90.398801 , 0.221996
2 , -91.837500 , 0.323829
3 , -83.352386 , 0.415479
4 , -83.358646 , 0.429735
5 , -120.201826 , 0.374745
6 , -96.341169 , 0.105906
7 , -44.446103 , 0.150713
8 , -97.889625 , 0.081466
9 , -50.438284 , 0.307536
10 , -40.614033 , 0.114053
11 , -33.514016 , 0.052953
12 , -101.562166 , 0.028513
13 , -43.021393 , 0.107943
14 , -40.397872 , 0.032587
15 , -40.387629 , 0.000000
16 , -40.269186 , 0.000000
17 , -41.028458 , 0.000000
18 , -40.101196 , 0.000000
19 , -40.363210 , 0.000000
20 , -40.433855 , 0.000000
21 , -40.405367 , 0.000000
22 , -40.514633 , 0.000000
23 , -41.359043 , 0.000000
24 , -40.158384 , 0.000000
25 , -40.635523 , 0.000000
26 , -40.254647 , 0.000000
27 , -40.515115 , 0.000000
28 , -40.342129 , 0.000000
29 , -40.568917 , 0.000000
30 , -41.271793 , 0.000000
31 , -40.639195 , 0.000000
32 , -40.295256 , 0.000000
33 , -41.108421 , 0.000000
34 , -40.317003 , 0.000000
35 , -39.967874 , 0.000000
36 , -40.456640 , 0.000000
37 , -40.711967 , 0.000000
38 , -39.496184 , 0.000000
39 , -40.268025 , 0.000000
40 , -40.716775 , 0.000000
41 , -40.105633 , 0.000000
42 , -40.788056 , 0.000000
43 , -41.064784 , 0.000000
44 , -40.165587 , 0.000000
45 , -39.488761 , 0.000000
46 , -40.670295 , 0.000000
47 , -41.112893 , 0.000000
48 , -40.203329 , 0.000000
49 , -40.876811 , 0.000000
50 , -40.788732 , 0.000000

