iteration,total_reward,policy_loss,idm_loss
1 , 9.000000 , 0.693413 , 0.002884
2 , 8.000000 , 0.693486 , 0.002864
3 , 9.000000 , 0.693401 , 0.002975
4 , 10.000000 , 0.693357 , 0.002517
5 , 9.000000 , 0.693388 , 0.002571
6 , 10.000000 , 0.693415 , 0.000459
7 , 9.000000 , 0.693322 , 0.000496
8 , 9.000000 , 0.693335 , 0.000504
9 , 9.000000 , 0.693300 , 0.000517
10 , 9.000000 , 0.693334 , 0.000499
11 , 10.000000 , 0.693254 , 0.000164
12 , 10.000000 , 0.693213 , 0.000183
13 , 9.000000 , 0.693097 , 0.000181
14 , 10.000000 , 0.693130 , 0.000150
15 , 9.000000 , 0.692945 , 0.000173
16 , 10.000000 , 0.693098 , 0.000071
17 , 8.000000 , 0.693133 , 0.000067
18 , 10.000000 , 0.693160 , 0.000078
19 , 10.000000 , 0.692864 , 0.000080
20 , 10.000000 , 0.693025 , 0.000071
21 , 10.000000 , 0.692935 , 0.000039
22 , 11.000000 , 0.692870 , 0.000039
23 , 9.000000 , 0.692800 , 0.000039
24 , 10.000000 , 0.692656 , 0.000034
25 , 15.000000 , 0.692359 , 0.000047
26 , 25.000000 , 0.692416 , 0.000024
27 , 80.000000 , 0.692020 , 0.000023
28 , 42.000000 , 0.691776 , 0.000024
29 , 107.000000 , 0.690353 , 0.000023
30 , 37.000000 , 0.688797 , 0.000023
31 , 33.000000 , 0.684700 , 0.000012
32 , 57.000000 , 0.685075 , 0.000013
33 , 27.000000 , 0.683002 , 0.000013
34 , 28.000000 , 0.680302 , 0.000013
35 , 86.000000 , 0.673945 , 0.000013
36 , 79.000000 , 0.666025 , 0.000007
37 , 52.000000 , 0.663663 , 0.000007
38 , 68.000000 , 0.661095 , 0.000007
39 , 200.000000 , 0.652600 , 0.000007
40 , 200.000000 , 0.649746 , 0.000007
41 , 71.000000 , 0.646657 , 0.000004
42 , 200.000000 , 0.631876 , 0.000004
43 , 200.000000 , 0.636883 , 0.000004
