iteration,reward,average_reward
1 ,  18.0 ,  18.0
2 ,  18.0 ,  18.0
3 ,  19.0 ,  18.3
4 ,  30.0 ,  21.2
5 ,  23.0 ,  21.6
6 ,  39.0 ,  24.5
7 ,  19.0 ,  23.7
8 ,  22.0 ,  23.5
9 , 151.0 ,  37.7
10 ,  62.0 ,  40.1
11 ,  23.0 ,  38.5
12 ,  33.0 ,  38.1
13 ,  94.0 ,  42.4
14 , 125.0 ,  48.3
15 ,  31.0 ,  47.1
16 ,  58.0 ,  47.8
17 ,  22.0 ,  46.3
18 ,  85.0 ,  48.4
19 ,  50.0 ,  48.5
20 , 105.0 ,  51.4
21 ,  47.0 ,  51.1
