iteration,average_reward
1 , -127.425530
2 , -65.795731
3 , -14.298045
4 , -6.763397
5 , -97.178468
6 , -7.498619
7 , 33.256722
8 , -36.830120
9 , 136.514164
10 , 138.532028
11 , 181.350767
12 , 228.630827
13 , 216.219357
14 , 178.647574
15 , 177.476766
16 , 93.920841
