iteration,reward,average_reward
1 , 133.2 , 133.2
2 , -253.9 , -60.4
3 , -167.1 , -95.9
4 , -478.0 , -191.5
5 , -171.3 , -187.4
6 , -202.2 , -189.9
7 , 220.9 , -131.2
8 , -196.6 , -139.4
9 , -90.9 , -134.0
10 , -261.1 , -146.7
11 , 240.8 , -111.5
12 , -178.1 , -117.0
13 ,   6.5 , -107.5
14 , -34.0 , -102.3
15 , -476.1 , -127.2
16 , 223.8 , -105.3
17 , 231.1 , -85.5
18 , 207.8 , -69.2
19 , -254.7 , -78.9
20 , 224.4 , -63.8
21 , -67.6 , -64.0
22 , 242.6 , -50.0
