iteration,reward,feedback_rate(/sec)
1 , -46.340084 , 0.519852
2 , -12.988011 , 0.518608
3 , -14.686688 , 0.719163
4 , -11.724626 , 0.798312
5 , -8.123605 , 0.278952
6 , -14.590518 , 0.598946
7 , -16.236329 , 0.917016
8 , -8.719043 , 0.399696
9 , -13.001232 , 0.278988
10 , -9.149632 , 0.318668
11 , -9.862812 , 0.359739
12 , -8.898909 , 0.359945
13 , -10.603576 , 0.239008
14 , -10.527685 , 0.323435
15 , -21.636190 , 0.079720
16 , -10.202778 , 0.358505
17 , -14.278289 , 0.519303
18 , -5.739944 , 0.188453
19 , -6.111597 , 0.000000
20 , -6.782560 , 0.334244
21 , -4.996058 , 0.000000
22 , -15.588552 , 0.599539
23 , -7.460635 , 0.091701
24 , -14.807760 , 0.079726
25 , -9.254323 , 1.780114
26 , -2.047227 , 0.000000
27 , -9.970330 , 0.677299
28 , -20.733482 , 0.119642
29 , -8.655193 , 0.698444
30 , -7.194098 , 0.761755
31 , -4.301701 , 0.132579
32 , -4.330063 , 1.043157
33 , -1.995915 , 0.000000
34 , -6.910559 , 0.760472
35 , -1.700164 , 0.000000
36 , -10.851546 , 1.872304
37 , -4.233733 , 0.000000
38 , -5.859499 , 0.242979
39 , -4.055142 , 0.000000
40 , -2.931267 , 0.000000
41 , -4.407496 , 0.643529
42 , -4.437388 , 0.635978
43 , -9.026096 , 1.432515
44 , -2.150676 , 0.000000
45 , -4.035996 , 0.000000
46 , -4.367142 , 0.000000
47 , -2.321083 , 0.000000
48 , -12.495184 , 0.200123
49 , -6.042350 , 0.297062
50 , -3.925401 , 1.191085
