iteration,reward,average_reward
1 , 269.1 , 269.1
2 ,   4.2 , 136.7
3 , -21.5 ,  83.9
4 , -11.8 ,  60.0
5 ,  32.1 ,  54.4
6 , -455.4 , -30.6
7 , 214.4 ,   4.4
8 , -217.3 , -23.3
9 , -233.4 , -46.6
10 , -398.4 , -81.8
11 , -510.2 , -120.7
12 , 236.5 , -91.0
13 , 268.6 , -63.3
14 ,  20.5 , -57.3
15 , -621.9 , -95.0
16 , -588.9 , -125.8
17 , -212.1 , -130.9
18 , -18.5 , -124.7
19 , 271.2 , -103.8
