iteration,total_reward,policy_loss,idm_loss
1 , -112.449097 , 0.257416 , 0.071005
2 , -112.972472 , 0.271759 , 0.063738
3 , -112.313333 , 0.245996 , 0.066926
4 , -112.746594 , 0.257873 , 0.052612
5 , -112.355270 , 0.257283 , 0.062238
6 , -121.844786 , 0.264471 , 0.075743
