iteration,reward,average_reward
1 , -68.3 , -68.3
2 , -66.1 , -67.2
3 , -50.4 , -61.6
4 , -56.6 , -60.3
5 , -39.5 , -56.2
6 , -36.5 , -52.9
7 , -38.6 , -50.9
