iteration,average_reward,feedback_rate
1 , -118.226771 , 0.046843
2 , -59.290250 , 0.052953
3 , -50.253877 , 0.028513
4 , -16.163651 , 0.020367
5 , -14.203643 , 0.000000
6 , -14.699120 , 0.000000
7 , -14.685048 , 0.000000
8 , -14.517879 , 0.000000
9 , -14.615419 , 0.000000
10 , -14.735140 , 0.000000
11 , -14.716382 , 0.000000
12 , -14.791180 , 0.000000
13 , -14.757128 , 0.000000
14 , -14.552916 , 0.000000
15 , -14.611066 , 0.000000
16 , -14.765861 , 0.000000
17 , -14.749207 , 0.000000
18 , -14.853379 , 0.000000
19 , -14.714116 , 0.000000
20 , -14.578408 , 0.000000
21 , -14.388953 , 0.000000
22 , -14.757985 , 0.000000
23 , -14.892543 , 0.000000
24 , -14.738186 , 0.000000
25 , -14.725362 , 0.000000
26 , -14.728691 , 0.000000
27 , -14.663601 , 0.000000
28 , -14.853623 , 0.000000
29 , -14.714782 , 0.000000
30 , -14.807490 , 0.000000
31 , -14.666014 , 0.000000
32 , -14.760020 , 0.000000
33 , -14.720793 , 0.000000
34 , -14.716847 , 0.000000
35 , -14.694372 , 0.000000
36 , -14.694338 , 0.000000
37 , -14.665170 , 0.000000
38 , -14.969858 , 0.000000
39 , -14.721813 , 0.000000
40 , -14.637443 , 0.000000
41 , -14.675109 , 0.000000
42 , -14.713787 , 0.000000
43 , -14.502329 , 0.000000
44 , -14.823217 , 0.000000
45 , -14.835493 , 0.000000
46 , -14.488990 , 0.000000
47 , -14.641016 , 0.000000
48 , -14.510070 , 0.000000
49 , -14.622660 , 0.000000
50 , -14.602263 , 0.000000

