iteration,average_reward,feedback_rate
1 , -101.845699 , 0.028513
2 , -138.887665 , 0.026477
3 , -75.940529 , 0.018330
4 , -72.729286 , 0.048880
5 , -34.438835 , 0.026477
6 , -68.108194 , 0.042770
7 , -78.911975 , 0.018330
8 , -36.501451 , 0.040733
9 , -27.941625 , 0.004073
10 , -27.991376 , 0.036660
11 , -28.507856 , 0.008147
12 , -30.384768 , 0.020367
13 , -16.808769 , 0.011547
14 , -18.813526 , 0.000000
