iteration,average_reward,policy_loss,fdm_loss
1 , -19.471634 , 0.026710 , 0.126696
2 , -17.410467 , 0.064693 , 0.020309
3 , -16.241844 , 0.069604 , 0.094334
4 , -104.583741 , 0.026597 , 0.098802
5 , -16.128929 , 0.033079 , 0.063735
6 , -13.756097 , 0.050566 , 0.021707
7 , -12.227063 , 0.023501 , 0.011148
8 , -11.275695 , 0.030061 , 0.019351
9 , -12.560715 , 0.032736 , 0.019378
10 , -13.187752 , 0.026985 , 0.024990
