agent_rewards
-22.292613
-33.253274
-328.483923
-100.777054
-144.692602
-170.923100
-118.383920
-19.042591
-100.027867
-34.770997
-136.527357
-177.732301
-64.787001
-159.772803
-111.894756
-85.266383
-299.719884
-83.933734
-49.618404
-93.664238
-251.376596
-169.492096
25.134395
-72.950893
-8.497211
-0.581185
-237.070483
-72.139744
-62.085827
-237.645805
-55.457398
-100.750600
-115.997541
-82.577510
-51.415469
-46.019528
-350.093385
-317.855956
-140.181605
-378.461192
-23.016596
-160.193745
-308.734573
-285.216240
10.762128
26.472854
-53.539708
-232.508528
-185.285171
-61.799408
-167.738562
-410.632866
-212.946309
-460.784269
-332.895783
38.121345
-99.794666
-126.502149
-194.993452
-599.624749
-0.119942
-310.618194
-173.680407
13.558864
-201.475002
-205.180084
18.059543
-316.923824
-288.399351
-336.491080
-205.761520
-310.288227
-299.199308
-70.733102
-56.169170
-126.119705
-51.066686
-501.995726
-109.588090
-166.416713
-116.684037
-180.790068
-125.492480
-197.403547
-154.512540
13.939134
-179.515295
-241.940670
33.364978
-290.241411
-97.354758
-124.056814
-304.809406
-344.719349
-350.305190
-313.344315
-292.770266
-198.800532
-257.973938
-267.432530
-391.065926
-57.292350
-83.238720
-176.034715
-66.880872
-68.563190
-79.284644
-180.219504
-169.677987
-221.255408
-275.794138
-132.407501
-587.825247
-188.781221
-404.451887
-385.313425
-149.311115
-270.911167
-46.039254
-182.271590
-16.358585
-14.016169
-301.232013
-77.220397
-108.529266
-143.385023
-271.691968
-266.974048
-230.215000
-199.829418
-42.600679
-136.835272
-30.560523
-97.495500
229.402337
-94.020070
-346.504606
40.652321
-301.484202
-274.160100
52.694222
-238.526919
-253.702469
-162.538659
-71.741224
-51.913140
-327.647690
-91.356397
-187.871456
-41.288731
-47.899925
-218.286042
-148.719615
-128.055696
-146.241322
-170.350989
-75.515747
-178.886051
-180.333608
-183.018390
-169.217624
20.272788
17.876626
-246.910291
-236.865080
-538.103885
-59.435347
-302.962560
-215.800780
-177.369656
-325.484980
-58.765188
-86.616474
-546.363675
-687.443494
-353.647570
-128.638832
-501.084554
-483.715097
-73.028679
-69.457457
-180.162385
-115.802953
-87.119831
-134.469197
274.190677
-32.822716
-30.747305
-116.342747
-322.985881
-75.861813
171.269640
-264.782468
-226.764573
-119.905619
-238.375463
-108.767952
-188.775547
-505.531304
-510.125595
-119.331416
-135.272584
-230.835558
-136.986090
-191.214101
-218.658664
-183.974279
-38.435908
-158.127607
34.413251
-113.280729
-172.939875
-398.583079
-137.639309
-367.142378
16.101700
-183.198690
-144.708091
-217.982532
-224.212608
-231.125941
-540.376474
-347.333791
-156.976493
-366.427148
-40.398985
-213.771881
-70.779609
235.809900
-333.347897
-358.653469
-60.095052
-203.242413
-222.119935
-169.711828
-52.590651
-24.021957
-309.584832
61.834274
-28.166138
48.532280
4.451067
-21.726452
238.393038
242.555048
-106.961594
-210.709347
-419.921155
-131.847081
140.061747
-204.135850
-693.705723
-160.062033
-177.935382
-160.041668
-305.947584
-29.333446
-175.519961
-235.146824
-188.189893
-290.680851
-392.163043
-181.855454
-92.665572
-225.599967
256.378223
-86.023337
-65.468708
-96.010098
-202.120595
-338.671564
-208.234162
247.073024
-203.992067
-141.509137
-463.016517
-105.165148
-3.357677
-162.709417
-71.290793
-528.980104
-287.910463
-742.275183
-677.514748
-582.682761
-694.823162
-648.880910
-832.838642
-21.559894
268.602455
-181.625821
-167.980553
-148.233757
-50.346345
-285.969429
-68.186749
-26.545468
1.380651
-173.389687
193.312602
-83.992855
1.106537
-111.532844
-90.412312
-53.671354
-113.587239
-23.388586
2.008831
-81.601377
-65.041996
-39.403105
-417.813496
15.857307
-339.416424
-28.487757
-155.914634
-180.737751
-286.886209
-517.909494
-325.843445
-147.633889
-91.267836
-215.382360
-187.468974
175.828040
47.549670
-285.248366
-173.931053
-154.876543
-20.174598
-189.596978
-44.388512
-402.287779
-470.132882
-315.887671
-146.792010
206.139818
-228.605493
2.129849
-121.616106
-280.908475
-112.117995
4.362374
-61.136131
-27.888002
2.083317
-166.801000
-77.306251
-79.256279
-30.557999
-36.031749
214.092487
27.890262
-131.074644
-222.196139
-135.599482
-9.771899
-5.435348
-141.887444
-160.424065
-333.179880
213.790198
-191.567898
-40.032208
-59.496848
-159.221788
-281.368645
-422.600742
-62.481592
