iteration,reward,average_reward
1 , -43.1 , -43.1
2 ,   8.0 , -17.6
3 , -101.4 , -45.5
4 , -94.3 , -57.7
5 , 277.6 ,   9.3
6 , -63.8 ,  -2.8
7 , -179.2 , -28.0
8 , -175.4 , -46.5
9 ,  -4.3 , -41.8
10 ,   7.8 , -36.8
11 ,   3.6 , -33.1
12 ,   4.3 , -30.0
13 , -191.4 , -42.4
14 ,   7.1 , -38.9
15 , -14.3 , -37.3
16 , -34.0 , -37.0
17 , -524.0 , -65.7
18 , -181.9 , -72.1
