iteration,reward,average_reward
1 , -61.0 , -61.0
2 , -61.2 , -61.1
3 , -74.8 , -65.7
4 , -75.4 , -68.1
5 , -102.8 , -75.0
6 , -60.1 , -72.5
7 , -48.7 , -69.1
