iteration,average_reward,
1 , 144.111111
2 , 78.333333
3 , 98.666667
4 , 59.444444
5 , 148.777778
6 , 143.888889
7 , 103.555556
8 , 97.444444
9 , 123.444444
10 , 61.222222
11 , 122.777778
12 , 119.888889
13 , 119.666667
14 , 58.666667
15 , 82.777778
16 , 66.444444
17 , 78.222222
18 , 103.555556
19 , 134.333333
20 , 120.333333
21 , 89.444444
22 , 157.444444
23 , 135.000000
24 , 103.666667
25 , 71.777778
26 , 121.888889
27 , 125.222222
28 , 93.777778
29 , 125.000000
30 , 129.333333
31 , 156.777778
32 , 127.888889
33 , 124.111111
34 , 142.111111
35 , 144.000000
36 , 137.111111
37 , 145.444444
38 , 159.000000
39 , 139.666667
40 , 135.444444
41 , 175.222222
42 , 186.555556
43 , 140.222222
44 , 155.000000
45 , 143.333333
46 , 137.555556
47 , 137.888889
48 , 154.333333
49 , 128.888889
50 , 63.888889
