iteration,reward,average_reward
1 , -47.3 , -47.3
2 , -26.9 , -37.1
3 , -60.5 , -44.9
4 , -44.3 , -44.8
5 , -51.4 , -46.1
6 , -53.8 , -47.4
7 , -38.3 , -46.1
