iteration,total_reward,policy_loss,idm_loss
1 , -63.46219371675141 , 0.051869426 , 0.053125817
2 , -56.79609583808233 , 0.048343405 , 0.055039506
3 , -85.15461305499015 , 0.024153927 , 0.042128243
4 , -76.81436901457671 , 0.024443695 , 0.032921396
5 , -75.37949399999651 , 0.023929687 , 0.03778135
6 , -102.34491035140617 , 0.020871859 , 0.029088771
7 , -67.80701772035843 , 0.02229522 , 0.030316025
8 , -8.939099586297488 , 0.021406945 , 0.03074195
9 , 312.43725129944636 , 0.024154175 , 0.030350586
10 , 310.9457042813642 , 0.027351841 , 0.059051838
11 , -44.238158724933875 , 0.024605576 , 0.043043602
12 , -99.08333554249256 , 0.021987662 , 0.050557077
13 , 129.46608514897284 , 0.02030706 , 0.030795235
14 , -31.01204563832097 , 0.02155056 , 0.031788267
15 , 9.560827887000457 , 0.020845348 , 0.044868026
16 , 100.23733540705584 , 0.022761613 , 0.03338551
17 , -39.95540189671765 , 0.027352942 , 0.043825094
18 , -34.890418814739235 , 0.014438971 , 0.026259359
19 , -52.703646938332035 , 0.0130423205 , 0.026224624
20 , 306.5062788509498 , 0.024367332 , 0.06673874
21 , 122.65651834993011 , 0.020008344 , 0.037427638
22 , -63.48583493005668 , 0.027898213 , 0.06426712
23 , 67.2200111281575 , 0.01773073 , 0.032840155
24 , -41.12383704511266 , 0.015862534 , 0.029452957
25 , 11.547217603841233 , 0.018189687 , 0.031572327
26 , 306.4011926735696 , 0.0160365 , 0.04164588
27 , 73.26723274261619 , 0.020437237 , 0.04235345
28 , 309.3672489214564 , 0.014037145 , 0.025935804
29 , 103.49452542576381 , 0.016371746 , 0.0423537
30 , -48.622065474252544 , 0.020533036 , 0.04120391
31 , 308.65475030485885 , 0.016895898 , 0.032748215
32 , -36.09940336194572 , 0.017869415 , 0.05752858
33 , 307.6190317583006 , 0.01631089 , 0.04877404
34 , 304.5834866885835 , 0.025255773 , 0.04543774
35 , -45.34487662532742 , 0.0138030285 , 0.026350016
36 , -58.604516225586345 , 0.012780575 , 0.02786439
37 , -14.490111397645137 , 0.0132922 , 0.0359926
38 , 309.98054828306255 , 0.015708933 , 0.03461865
39 , 304.77811463839447 , 0.015806116 , 0.048952896
40 , 18.95485781310994 , 0.018034935 , 0.04684504
41 , 150.87629986568115 , 0.013244085 , 0.029087085
42 , 308.2064865276187 , 0.016125763 , 0.0315496
43 , 100.83346204850793 , 0.01621698 , 0.036898077
44 , 38.682685975533786 , 0.017461445 , 0.037372082
45 , 97.43996201950253 , 0.014534822 , 0.043596663
46 , 309.40378303203306 , 0.023837814 , 0.044983644
47 , 112.20060394686394 , 0.015900336 , 0.034469873
48 , 308.523338771471 , 0.019621117 , 0.040525354
49 , -14.386621314696953 , 0.01739934 , 0.047397077
50 , 11.708431478848794 , 0.012883143 , 0.041937735
