iteration,reward,average_reward
1 , 300.1 , 300.1
2 , 309.5 , 304.8
3 , 274.2 , 294.6
4 ,  -3.0 , 220.2
5 , 254.1 , 227.0
6 , 275.5 , 235.1
7 , 268.5 , 239.8
8 , 292.1 , 246.4
9 , 258.5 , 247.7
10 , 268.4 , 249.8
11 , -27.7 , 224.6
12 , 284.9 , 229.6
13 , 294.0 , 234.6
14 , 295.2 , 238.9
