0,-139.0
50,-95.0
100,-154.0
150,-86.0
200,-79.0
250,-75.0
300,-89.0
350,-99.0
400,-75.0
450,-98.0
500,-83.0
550,-101.0
600,-70.0
650,-87.0
700,-113.0
750,-83.0
800,-100.0
850,-103.0
900,-71.0
950,-76.0
