iteration,average_reward,policy_loss,fdm_loss
1 , 14.555556 , 0.000000 , 0.000000
2 , 14.888889 , 0.000000 , 0.000000
3 , 36.666667 , 0.000000 , 0.000000
4 , 141.111111 , 0.000000 , 0.000000
5 , 118.777778 , 0.000000 , 0.000000
6 , 200.000000 , 0.000000 , 0.000000
7 , 200.000000 , 0.000000 , 0.000000
8 , 200.000000 , 0.000000 , 0.000000
