iteration,average_reward,feedback_rate
1 , 14.444444 , 0.500000
2 , 14.777778 , 0.250000
3 , 34.777778 , 0.640000
4 , 76.333333 , 0.625899
5 , 133.111111 , 0.585366
6 , 149.444444 , 0.744681
7 , 200.000000 , 0.530726
8 , 200.000000 , 0.000000
9 , 200.000000 , 0.000000
