iteration,reward,average_reward
1 , -59.5 , -59.5
2 , -46.7 , -53.1
3 , -73.1 , -59.8
4 , -56.9 , -59.0
5 , -52.0 , -57.6
6 , -58.7 , -57.8
7 , -55.4 , -57.5
