iteration,total_reward,policy_loss,idm_loss
1 , 9.000000 , 0.693194 , 0.003077
2 , 11.000000 , 0.693334 , 0.003051
3 , 10.000000 , 0.693170 , 0.003035
4 , 9.000000 , 0.693158 , 0.001870
5 , 9.000000 , 0.693034 , 0.001982
6 , 10.000000 , 0.693013 , 0.000375
7 , 10.000000 , 0.693002 , 0.000368
8 , 9.000000 , 0.692858 , 0.000671
9 , 16.000000 , 0.692286 , 0.000582
10 , 56.000000 , 0.691314 , 0.000595
11 , 17.000000 , 0.686287 , 0.000229
12 , 84.000000 , 0.679168 , 0.000232
13 , 23.000000 , 0.659572 , 0.000230
14 , 17.000000 , 0.686959 , 0.000215
15 , 16.000000 , 0.686807 , 0.000199
16 , 20.000000 , 0.691778 , 0.000088
17 , 200.000000 , 0.675774 , 0.000100
