iteration,total_reward,policy_loss,idm_loss
1 , 200.000000 , 0.320699 , 0.000692
2 , 200.000000 , 0.338608 , 0.000239
3 , 200.000000 , 0.342785 , 0.000107
4 , 200.000000 , 0.282319 , 0.000051
5 , 200.000000 , 0.285333 , 0.000028
6 , 200.000000 , 0.295902 , 0.000014
7 , 200.000000 , 0.220874 , 0.000008
8 , 200.000000 , 0.191507 , 0.000004
9 , 200.000000 , 0.164087 , 0.000002
10 , 200.000000 , 0.146372 , 0.000001
