iteration,reward,average_reward
1 , 168.0 , 168.0
2 ,  35.0 , 101.5
3 , 152.0 , 118.3
4 ,  55.0 , 102.5
5 , 126.0 , 107.2
6 ,  98.0 , 105.7
7 ,  21.0 ,  93.6
8 , 105.0 ,  95.0
9 , 118.0 ,  97.6
10 , 199.0 , 107.7
11 ,  65.0 , 103.8
12 , 200.0 , 111.8
13 , 130.0 , 113.2
14 ,  26.0 , 107.0
15 , 154.0 , 110.1
