iteration,reward,average_reward
1 , 242.8 , 242.8
2 , -189.6 ,  26.6
3 , -11.7 ,  13.8
4 , 222.2 ,  65.9
5 , 201.7 ,  93.1
6 , -252.1 ,  35.5
7 , -35.4 ,  25.4
8 , -305.1 , -15.9
9 , -503.5 , -70.1
10 ,  12.9 , -61.8
11 , -208.7 , -75.1
12 , -404.7 , -102.6
13 , -363.2 , -122.6
14 , 285.8 , -93.5
15 , -186.4 , -99.7
16 ,  -1.7 , -93.5
17 , -303.9 , -105.9
18 , -12.9 , -100.8
19 , -17.3 , -96.4
20 ,  30.6 , -90.0
21 , -82.5 , -89.7
22 , -122.5 , -91.2
