iteration,reward,average_reward
1 , 200.0 , 200.0
2 ,  83.0 , 141.5
3 , 134.0 , 139.0
4 , 143.0 , 140.0
5 , 108.0 , 133.6
6 ,  84.0 , 125.3
7 ,  83.0 , 119.3
8 , 111.0 , 118.2
9 ,  77.0 , 113.7
10 , 113.0 , 113.6
11 ,  98.0 , 112.2
12 , 121.0 , 112.9
