iteration,average_reward,
1 , -43.122075
2 , -39.628707
3 , -43.898036
4 , -59.837980
5 , -77.909056
6 , -55.174375
7 , -40.536995
8 , -48.258795
9 , -43.005859
10 , -46.969870
