# {"t_start": 1586104316.6417692, "env_id": "Hopper-v2"} 
r,l,t
392.527465,143,279.640888
339.768784,137,279.778931
396.78334,154,279.933935
152.496673,82,280.016505
421.021914,173,280.184984
392.723283,151,280.331805
387.831572,160,280.615505
367.587749,153,280.777035
427.787193,181,280.963614
375.037765,152,281.114631
354.320342,136,281.248949
377.782934,143,281.390502
366.475728,135,281.520579
373.880088,156,281.802329
372.192962,142,281.943788
361.587543,151,282.094566
325.681026,138,282.230551
354.589804,145,282.372364
124.400034,69,282.44052
358.473277,142,282.578902
361.519867,148,282.721265
383.584521,153,283.011583
379.578477,151,283.166141
375.228723,153,283.321014
352.125084,141,283.460952
371.664838,142,283.603595
366.740358,158,283.760712
350.143048,137,283.896871
318.963841,130,284.156898
295.332234,122,284.284264
329.604263,131,284.41913
390.192949,162,284.583548
369.457333,138,284.720942
370.609868,150,284.868993
431.294421,170,285.034028
119.226494,72,285.2254
206.63461,104,285.33099
372.723258,147,285.479097
407.49122,172,285.652015
94.168829,53,285.703961
386.161315,166,285.866549
362.358407,153,286.01612
307.301641,130,286.143606
381.501987,159,286.702724
389.767759,156,286.860696
240.843791,103,286.963673
336.824383,151,287.111902
342.849441,134,287.239987
351.430004,139,287.37536
374.079364,156,287.525136
386.20525,148,287.797385
401.097021,158,287.963111
359.498916,148,288.114079
344.893304,141,288.254864
364.716644,162,288.415093
57.084425,35,288.449352
391.208451,160,288.60648
366.286404,148,288.74838
365.910034,138,289.013195
322.63747,135,289.15111
369.66603,146,289.298018
291.525084,128,289.425844
364.889768,148,289.571423
383.483544,148,289.717566
506.217556,214,290.05764
357.254118,141,290.210832
235.733036,122,290.336309
220.296634,103,290.44197
400.12498,159,290.601694
365.103408,149,290.74887
380.998023,157,290.903004
370.835177,146,291.045316
366.026701,143,291.304849
368.136322,149,291.458439
314.715127,125,291.586197
402.299207,150,291.735588
370.659991,148,291.881714
383.987716,143,292.021373
348.541853,135,292.152853
351.308117,157,292.43439
376.765175,159,292.594813
377.080625,158,292.752344
363.711828,142,292.892847
356.106444,146,293.036917
392.130468,157,293.192633
346.972645,141,293.330333
362.113413,139,293.604459
365.79545,149,293.758074
366.014662,169,293.929081
342.770944,140,294.066918
383.022745,161,294.22548
367.394281,155,294.378825
368.982237,147,294.649807
381.410357,151,294.808157
392.815958,153,294.962909
391.138136,150,295.1149
470.694954,190,295.301596
382.269352,160,295.457969
374.989532,150,295.602869
377.544574,152,295.881237
441.626829,172,296.057976
454.447112,188,296.249697
384.638603,157,296.404203
364.793757,144,296.547087
368.533119,146,296.690474
377.196564,157,296.977949
383.244597,156,297.144935
374.209164,154,297.304739
368.320522,154,297.459541
360.420748,146,297.603941
393.291755,151,297.753548
425.473815,165,297.916653
410.974459,167,298.210763
397.412712,149,298.36732
441.822015,174,298.546602
384.36152,141,298.686705
396.4492,152,298.83891
357.528741,137,298.974489
427.628418,167,299.257718
300.910372,126,299.387438
415.444436,177,299.569942
351.796471,145,299.713034
391.715181,159,299.870282
715.383755,250,300.115819
405.301292,161,300.397587
386.341128,159,300.565144
310.450521,131,300.701177
478.374093,195,300.896999
420.741977,167,301.061717
358.64605,147,301.207801
392.85332,153,301.35752
514.478453,213,301.693026
444.393003,190,301.884297
382.301184,163,302.045135
434.862867,170,302.214099
364.11459,152,302.366684
356.120804,139,302.502865
395.101171,148,302.779347
393.762995,176,302.959303
368.727595,144,303.105447
661.263658,242,303.341516
1676.201848,637,304.397902
443.046633,178,304.573324
404.975498,161,304.732175
660.090563,250,304.972006
625.771227,241,305.32285
416.313654,167,305.489722
417.365938,196,305.685111
431.082746,165,305.846628
426.145405,168,306.009513
524.566901,229,306.232136
432.186842,174,306.538398
418.938851,164,306.706078
455.588717,177,306.884794
444.755509,179,307.06114
538.303975,229,307.284452
371.505059,141,307.553276
273.577039,136,307.705376
171.458344,95,307.806214
686.912888,283,308.095117
415.253677,156,308.249086
381.46311,151,308.398834
1009.941185,343,308.861302
405.495503,158,309.023385
371.978344,154,309.180248
357.282239,153,309.333025
718.821773,249,309.578727
691.110634,245,309.942805
440.241327,173,310.143234
883.472803,301,310.478358
430.689141,174,310.659844
456.063781,210,310.871833
414.759535,160,311.170814
68.671323,41,311.214924
508.461456,213,311.437232
688.386643,248,311.687579
280.129604,121,311.80838
248.783738,116,311.923786
245.070441,126,312.049483
315.589965,144,312.31129
710.786621,248,312.559819
745.611848,270,312.82502
538.643894,214,313.034499
344.513864,134,313.167483
1156.470407,392,313.67445
664.356073,232,313.906931
564.09562,226,314.128632
707.616136,241,314.364615
372.484533,149,314.656277
518.666109,206,314.87033
240.772658,117,314.990087
645.172953,241,315.227749
659.683448,257,315.479886
756.444113,281,315.876871
447.563979,203,316.08091
702.90382,295,316.371364
342.15301,181,316.546977
1213.618361,456,317.122141
495.374762,222,317.339935
583.729963,231,317.566603
568.735298,230,317.785795
499.531879,186,318.116609
441.926106,192,318.314764
1547.041182,515,318.83078
910.581243,303,319.249619
2003.111989,816,320.064679
478.82016,203,320.395395
514.926525,200,320.600089
345.174672,165,320.765226
390.371544,154,320.918193
564.540697,219,321.133512
1264.171763,493,322.085576
719.391645,244,322.325114
387.652401,150,322.471055
769.303438,302,322.877999
361.683482,157,323.043155
261.248519,133,323.177016
720.842645,244,323.420013
798.525307,323,323.733251
381.511842,151,323.880035
319.820029,163,324.152058
1101.587701,403,324.535889
692.22924,252,324.769207
673.721258,227,325.101682
741.772886,273,325.383044
456.092527,171,325.557373
526.495755,224,325.778553
1380.461364,488,326.377957
361.521339,149,326.529161
1486.353887,521,327.039718
542.843383,231,327.38199
1717.209074,589,327.968912
1237.004356,494,328.582849
673.16814,222,328.815147
692.158792,233,329.05311
1832.512436,615,329.793157
536.212317,219,330.018255
650.168719,215,330.230691
2282.772444,761,331.115399
595.773229,237,331.352748
348.03822,144,331.496123
798.057574,329,331.821877
2552.900685,921,332.874861
486.531632,226,333.221057
587.527858,241,333.465821
558.552913,220,333.682085
599.897266,231,333.909505
840.556969,359,334.386018
1267.55095,465,334.850724
1078.2179,391,335.226166
894.093775,356,335.718654
1115.355898,424,336.135273
752.862592,252,336.376594
801.380221,314,336.822615
1932.786203,676,337.481485
461.643871,208,337.812787
1116.050059,431,338.24366
1121.85944,450,339.086538
2777.147492,1000,340.057352
1008.75515,416,340.597434
633.719827,285,340.880645
270.464735,135,341.012684
1473.412848,580,341.709358
1268.638437,487,342.189845
1959.220906,759,343.086545
2770.742064,1000,344.210988
1299.851213,502,344.821617
1721.891469,668,345.479673
376.860647,147,345.621058
2655.625409,1000,346.731129
2597.345688,1000,347.845082
2648.722758,1000,348.959041
2505.839908,1000,350.093428
246.091455,136,350.225528
824.75011,342,350.681617
2365.434123,814,351.60361
251.526288,131,351.739097
2623.864245,1000,352.852947
2729.457925,1000,353.953906
2718.419427,1000,355.060344
2664.112365,1000,356.468275
2821.191301,1000,357.58663
2737.405205,1000,358.811396
248.875826,132,359.144764
1475.728937,533,359.732721
2203.253126,854,360.732502
2547.991868,1000,361.852841
2841.554098,1000,362.976944
2827.244404,1000,364.128959
1379.323092,500,364.614943
1033.143207,368,365.077207
1070.07799,393,365.44407
874.743827,319,365.731992
1389.674049,498,366.313729
2724.654653,1000,367.359902
2671.609868,937,368.404371
2838.064658,1000,369.513651
1626.421029,588,370.084866
276.156666,141,370.352041
2715.075712,1000,371.345349
1756.671692,651,372.155792
2566.608471,902,373.175562
1170.448897,457,373.624597
457.226735,193,374.262725
1055.733418,378,374.639878
1201.124394,449,375.070584
261.853038,134,375.329977
1884.003492,679,375.994538
2642.458273,1000,377.11413
1563.373447,580,377.834307
2714.520457,1000,378.965811
2822.195452,990,380.082271
938.598523,340,380.420618
1399.62417,465,381.008225
1416.516398,508,381.533567
2771.954517,1000,382.654196
2718.873718,1000,383.778522
2754.333311,1000,384.910648
1130.05657,397,385.298561
2996.541875,1000,386.411203
1151.849487,412,386.93731
1195.008007,408,387.344787
2146.62046,760,388.229191
1624.377323,558,388.780052
1173.765333,434,389.34448
1920.769553,667,390.005915
2812.818366,989,391.091579
1248.998469,446,391.995057
2735.942026,1000,393.116921
2859.626828,996,394.214644
867.396181,306,394.512298
1269.931881,466,395.101202
2691.994472,925,396.011622
2394.594151,829,397.002478
1394.679059,472,397.602088
1632.830573,590,398.186589
1770.103585,631,398.951422
2757.922007,1000,400.039531
1398.673593,494,400.513507
2776.234671,1000,401.631638
819.797594,308,402.078762
3012.673385,1000,403.194797
2943.376404,1000,404.301474
3017.330693,1000,405.337709
2930.648068,971,406.420437
1693.105999,558,406.977597
437.534415,164,407.139239
260.533517,141,407.27537
2735.184334,859,408.2454
801.459935,290,408.97202
1744.904648,561,409.535662
2787.89773,870,410.506821
2614.466236,845,411.447997
1446.906877,474,411.909778
1378.2746,479,412.516089
3006.106104,1000,413.628186
1385.806879,444,414.067083
1206.540479,389,414.437657
1403.679355,451,415.012035
1234.806862,408,415.407805
1163.95805,394,415.95816
3093.565163,1000,417.089115
1750.418839,554,417.635437
2254.909304,708,418.444557
1633.224189,532,418.960496
3215.753762,1000,420.083601
1324.275139,418,420.625831
2292.721812,719,421.446298
1455.236638,457,421.914667
2024.163151,642,422.675431
2511.297069,814,423.479486
2776.404483,883,424.473697
870.482725,302,424.890156
1204.051661,406,425.300587
1110.317728,383,425.679919
3104.420743,1000,427.100022
1777.160765,564,427.783874
873.806569,311,428.091206
3120.678526,1000,429.187179
3060.750409,1000,430.305507
2981.182056,945,431.366922
3018.735057,1000,432.479729
3110.224876,1000,433.597489
860.227611,299,433.894729
1570.997326,505,434.518978
1736.840421,547,435.049114
3177.312364,1000,436.145963
3136.157224,1000,437.293627
3136.938318,1000,438.394966
3105.33995,1000,439.490676
3139.394026,1000,440.61359
3134.257493,1000,441.714431
2450.624237,764,442.584074
3176.695121,1000,444.005617
3134.183125,1000,445.107621
1902.223846,591,445.67696
1169.312657,379,446.176193
1171.859418,367,446.538809
3110.937986,1000,447.664584
3226.419253,997,448.758533
3146.960529,1000,449.866615
3173.3512,1000,450.98199
2740.082987,873,451.96962
3182.510007,1000,453.085607
3120.247995,1000,454.201956
1169.015955,375,454.57493
938.846603,306,454.995632
2639.900947,802,455.792859
3241.661447,1000,456.902373
1560.610551,498,457.532079
1439.00477,454,457.97633
2670.12388,823,458.922252
1187.891425,370,459.280867
1445.475655,465,459.867228
2309.227185,712,461.012137
617.308206,211,461.22915
1231.58488,402,461.629155
3244.690625,1000,462.734699
1173.730778,378,463.102592
3195.390393,1000,464.201731
3170.180177,1000,465.361801
2410.375546,746,466.216931
2470.792876,758,467.088255
3214.079658,1000,468.214939
3273.223858,998,469.310731
3258.548122,1000,470.405039
2581.126575,791,471.299498
3176.94131,1000,472.38898
3200.313565,1000,473.486231
1417.273592,452,473.943228
2199.675459,690,474.760448
3220.881693,990,475.8531
3042.597048,1000,476.945052
1803.439709,555,477.488359
1065.943619,325,477.798492
1202.669741,386,478.625952
2147.336919,644,479.242293
3172.733394,1000,480.33246
1168.684108,373,480.839085
1612.91209,492,481.328239
3169.163413,1000,482.44597
3187.592446,1000,483.511968
1001.715045,357,484.012193
1172.776542,364,484.389808
2151.555195,657,485.196108
880.666584,287,485.512863
1449.061751,456,485.980123
2961.041873,914,487.151645
3142.240745,1000,488.299577
1187.089457,383,488.831123
2615.140775,815,489.872392
3135.423175,1000,491.141487
1331.977641,414,491.698764
1122.716668,372,492.139858
3107.287193,1000,493.438902
3154.703581,1000,494.893912
2921.680743,903,496.275391
1318.0245,403,496.835336
3072.381937,1000,498.548593
3074.026606,1000,499.691589
3054.772958,1000,501.146628
3135.812585,1000,502.654054
1784.865302,560,503.611733
3087.58406,1000,504.795033
2157.488515,649,505.418607
819.116496,254,505.823552
739.275323,243,506.095984
3164.932412,1000,507.46549
1179.961215,402,507.883693
3156.852557,968,508.973992
552.370833,213,509.182874
1386.298713,434,509.787279
1747.208437,542,510.38216
1613.209342,490,511.183218
2754.957396,846,512.215909
1291.544396,399,512.618914
1832.790962,561,513.462118
1571.882924,473,514.073684
1106.36771,338,514.506464
3202.525117,1000,515.961013
2860.139396,853,517.047688
1123.13852,353,518.116203
2087.365629,661,519.102753
2899.981264,879,520.358174
2164.57241,671,521.148414
1130.458405,362,521.508088
308.526307,142,521.647711
1935.991423,605,522.385337
96.281078,57,522.442985
1294.995041,418,522.853534
1644.809879,532,523.736859
1137.424837,376,524.200446
1759.173121,542,525.048653
488.672764,196,525.340124
1081.749813,317,525.79805
528.554227,209,526.055431
349.578836,146,526.398077
1582.821424,498,527.095768
2513.931753,776,528.414966
1577.202999,496,529.01914
1171.633005,379,529.559618
543.393768,218,529.794779
2174.568822,671,530.483833
1833.817822,578,531.266309
1834.979155,559,532.177185
3206.684128,1000,533.611471
1594.109518,488,534.117134
3201.504635,1000,535.242003
1362.951165,419,535.686767
3114.119675,1000,537.008077
1585.742292,491,537.623819
3273.324407,1000,539.190484
2578.192323,773,540.413126
2379.039925,730,541.280135
1625.93741,520,541.944058
2679.223315,818,542.885991
1344.429188,410,543.344793
1311.807843,396,543.865201
2533.099886,794,545.045496
2576.585986,794,546.250429
1718.217764,520,546.964211
3220.629867,1000,548.391978
1566.278653,478,549.268932
1339.110277,412,549.779154
3063.544848,923,551.145125
3232.567872,1000,552.834355
1090.546294,329,553.440368
1355.323892,409,553.92018
3170.066119,1000,555.105034
2691.894143,814,556.042372
93.61458,55,556.103591
1575.768698,488,556.645878
1415.698719,441,557.405021
1387.367769,415,557.889009
1755.338938,542,558.561442
1602.808328,483,559.116447
1586.582351,468,560.122123
1130.722533,347,560.588433
2457.078733,753,561.773177
787.663612,272,562.084839
1618.451569,487,562.590744
41.700375,25,562.617238
3220.127298,979,563.727263
3199.812048,1000,564.992248
2297.744511,707,566.058158
2047.815216,635,566.847035
3186.907085,1000,568.238601
2039.003131,630,568.988338
1061.24659,368,569.691299
3127.955982,1000,570.986995
2465.554174,770,571.783803
1968.992692,602,572.62504
2472.113791,748,574.024046
1345.621222,417,574.510985
1323.19106,407,574.932161
2794.274869,845,576.125415
1408.052476,440,576.788475
1369.89746,417,577.254865
1400.721437,429,577.750338
1834.028056,570,578.576745
3164.938159,1000,579.78891
2952.374639,893,581.218675
1411.408103,436,581.775321
3218.928355,1000,583.064065
1536.808498,465,583.77457
1809.350511,549,584.453354
1364.320665,413,585.025315
1045.057899,323,585.382978
920.026356,296,585.743258
1299.106989,407,586.431097
1267.870723,380,586.851303
994.870455,313,587.173209
1219.157817,370,587.672001
2100.718032,621,588.349016
1298.48394,401,589.111571
1634.596165,514,589.911093
1394.09025,426,590.629348
1570.455623,479,591.13961
1612.097297,497,591.750291
1351.897316,419,592.243215
1227.624113,389,592.737727
1304.165048,393,593.327431
277.514939,117,593.466382
1797.434001,558,594.185779
1547.7271,468,594.904817
3201.041023,957,595.990557
1788.428911,537,596.517499
1376.230672,415,597.041236
1498.440991,467,597.502244
1200.219775,359,597.95561
535.691898,191,598.141505
1725.579821,517,598.698259
1199.081424,363,599.248833
1287.463455,386,599.68154
1297.646173,389,600.193614
1143.559697,352,601.167017
1423.405514,431,601.623159
1069.507022,326,601.9458
1046.373919,318,602.378001
1074.101071,336,602.706784
963.860539,293,602.993133
1300.135313,381,603.643587
1820.222218,545,604.376511
1101.400962,334,604.972395
1415.529042,429,605.490516
1147.522945,339,605.864479
1239.06772,361,606.467983
1443.719093,430,607.01152
1071.478408,326,607.364989
1143.58773,351,607.857795
1921.572161,567,608.562073
1414.089127,423,609.279304
751.893552,225,609.559358
1527.972111,464,610.169695
1355.454692,410,610.87095
1885.147258,561,611.506787
91.37287,53,611.56473
1064.436558,310,612.019042
1100.04202,329,612.385808
1080.390031,321,612.751832
1308.504469,400,613.339232
894.60123,273,613.623026
1283.353103,374,614.043723
849.416221,251,614.478078
720.283769,221,614.716885
1019.529793,299,615.019579
1108.549872,344,615.355786
1366.966203,400,615.854997
906.927006,274,616.127154
1011.556481,301,616.427795
1455.686898,455,617.031645
1077.934539,319,617.37868
746.35043,225,617.645327
1023.854368,307,618.102567
1093.169767,321,618.429629
1001.892693,302,618.723124
888.761733,268,619.078618
932.180027,277,619.367166
1213.400973,370,619.774253
1183.926852,357,620.784635
1381.487027,404,621.584921
1212.131627,362,622.186796
813.776843,236,622.652042
920.918067,273,622.99693
823.190174,239,623.314921
1228.785404,368,623.746379
899.404996,264,624.181063
879.746143,293,624.486176
1147.202197,345,624.822014
1173.07309,353,625.259238
90.795337,53,625.308888
1364.056054,407,625.683493
1751.469963,523,626.258359
950.489953,287,626.547808
510.589679,200,626.743446
946.531842,291,627.019273
1195.114192,362,627.477958
1063.777155,318,627.800717
898.172602,266,628.062814
1172.875135,348,628.584448
1159.596135,368,628.98527
1482.081521,451,629.431517
797.803402,240,629.770984
1441.334641,438,630.188484
908.526129,279,630.459242
603.448289,210,630.822206
1180.781476,360,631.257703
1020.857043,304,631.624604
1318.868194,398,632.2711
1110.473588,334,632.642365
1102.195076,323,632.976876
636.800361,197,633.17198
1119.03911,333,633.604277
697.460914,213,633.81153
1272.830521,384,634.177912
797.36265,238,634.509194
1346.087139,400,634.892453
1431.568161,438,635.321963
646.874694,202,635.635812
1169.716458,347,635.98055
1219.293921,370,636.337967
873.252606,258,636.687884
1012.893111,305,636.984228
886.326306,278,637.252106
1192.504334,367,637.604589
1425.321705,421,638.108965
923.128942,276,638.3765
872.378786,255,638.6209
1119.943524,329,639.433462
777.528904,231,639.725266
885.878308,267,640.113182
891.096341,277,640.44032
638.130811,194,640.762386
687.751223,211,640.973935
906.279033,269,641.243716
1085.78561,323,641.560523
1319.877321,405,642.071446
954.281151,282,642.396426
803.699479,241,642.688839
907.017753,274,643.162122
798.276589,235,643.414476
744.878081,222,643.637125
1058.4708,322,643.95505
1255.659235,386,644.540544
643.796983,200,644.763718
905.384962,274,645.04559
808.562098,244,645.304368
723.270192,213,645.631172
651.805261,200,645.841617
753.262654,223,646.077558
739.204477,225,646.305107
927.549782,280,646.687162
859.472778,253,646.955039
797.434609,243,647.254221
872.227635,255,647.578662
1147.542897,351,648.235297
670.556729,205,648.523064
649.21939,199,648.797139
855.688784,252,649.146066
637.982479,193,649.432131
648.66688,203,649.882944
650.688941,206,650.132754
692.8937,213,650.37525
809.277374,244,650.639332
810.232411,237,651.019341
854.099666,250,651.29131
994.545435,297,651.611869
1110.953963,326,652.013248
819.452205,243,652.48537
667.409778,209,652.764994
615.526987,196,653.027821
631.95279,193,653.291426
642.086705,192,653.55315
760.886322,230,654.02559
1129.748642,331,654.468836
689.989656,210,654.708205
669.590531,202,654.921442
917.854094,284,655.358882
803.716128,237,655.617243
647.098149,195,655.818558
634.002714,195,656.016206
665.933024,206,656.236213
708.957812,215,656.573644
938.992495,284,656.87267
655.456669,201,657.078198
637.039392,194,657.279237
646.593205,199,657.616802
613.853434,185,657.825424
640.990822,198,658.040385
796.747024,238,658.303526
650.633925,196,658.510391
670.321767,203,658.729371
729.970743,223,659.452687
639.936423,196,659.651076
807.016322,240,659.894821
684.576113,212,660.106485
1014.373149,306,660.528795
645.627105,199,660.749287
708.804522,212,661.009987
717.789472,216,661.311434
616.237229,190,661.604692
805.127489,238,662.124586
645.484792,191,662.416068
912.87969,276,662.804764
884.510017,261,663.158308
717.325644,216,663.648474
773.386956,228,663.997616
613.012401,195,664.269308
780.726361,234,664.569521
696.805118,213,664.820269
637.402765,195,665.166455
630.325596,193,665.429672
604.596933,189,665.670443
642.25158,199,665.890674
719.788043,216,666.113048
777.550693,230,666.553868
617.628611,202,666.834081
604.551831,185,667.047702
609.152495,184,667.245143
624.210914,191,667.441264
714.181672,216,667.771984
634.21818,194,667.961218
597.079405,188,668.145838
642.498073,199,668.337792
612.139037,188,668.517803
684.75285,213,668.820141
783.081746,233,669.027254
738.331031,225,669.239173
628.115266,189,669.421591
669.868199,208,669.621943
665.196822,203,669.913105
658.741895,200,670.10127
699.061292,210,670.304571
617.61823,194,670.49303
587.660381,176,670.66313
643.438671,199,670.969786
644.018841,195,671.16253
703.554697,210,671.368495
641.775357,198,671.561697
626.266145,189,671.744422
761.62093,227,672.090308
608.385476,187,672.299965
614.386866,187,672.520767
624.206279,188,672.7493
624.158155,193,672.969698
605.938728,183,673.19272
595.213655,181,673.601389
585.328223,175,673.803949
575.251297,183,673.999896
574.656541,177,674.188865
601.681068,183,674.389604
630.51514,191,674.752627
563.868133,172,674.9601
580.313219,172,675.182944
677.312364,208,675.443872
606.735331,184,675.680505
620.658034,187,675.927165
624.915646,190,676.331468
610.578496,188,676.589174
567.53767,170,676.819638
565.196698,169,677.05157
586.008716,176,677.286798
647.918501,203,677.553789
627.907093,189,677.905347
599.060005,180,678.106629
606.403024,187,678.304763
615.635888,198,678.50952
593.385867,179,678.69592
702.636346,218,679.457992
657.959235,205,679.681574
605.243688,179,679.888097
574.696093,171,680.086914
653.992811,200,680.316065
625.969986,195,680.68241
608.658115,187,680.897822
604.334607,184,681.09707
573.440572,171,681.298862
577.435277,173,681.494652
613.150389,190,681.704021
623.476874,189,682.046293
671.21072,208,682.292288
604.317366,181,682.498246
615.578687,185,682.695463
589.935294,175,682.87486
581.4284,182,683.201836
578.505122,174,683.402747
667.285908,212,683.645865
547.592325,164,683.828082
556.124012,172,684.010014
590.219876,182,684.195475
719.310791,220,684.547106
584.985408,178,684.73147
580.015487,180,684.912059
676.571621,210,685.118092
615.781892,190,685.30374
599.314211,183,685.604608
553.281057,168,685.772847
600.358285,189,685.961773
743.516459,230,686.194491
541.377426,164,686.376173
574.22295,175,686.581605
606.466012,190,686.97442
561.792323,172,687.207659
562.179719,174,687.452695
621.56968,190,687.747269
596.711392,181,687.995543
552.714851,168,688.213496
594.473575,180,688.642508
548.604247,167,688.855829
620.73717,188,689.075942
566.330401,173,689.266668
594.85136,181,689.457308
594.4479,181,689.824134
550.729683,185,690.041762
546.367031,169,690.230829
606.770276,184,690.426272
610.614813,183,690.622872
585.775369,177,690.806811
610.204894,183,691.1359
595.750743,181,691.32908
57.063721,33,691.365338
589.641632,185,691.567563
518.832775,158,691.74387
533.437749,165,691.927142
602.107135,185,692.118926
605.97991,185,692.45217
583.694386,178,692.635444
606.905478,192,692.826985
544.681595,167,692.99557
568.586233,174,693.189909
589.137208,183,693.577954
630.418769,202,693.884662
603.491445,183,694.244037
607.096434,185,694.546065
591.589511,181,694.798721
607.407601,188,695.040302
590.562548,177,695.451729
606.906365,192,695.687628
571.149069,177,695.898618
642.927915,206,696.127989
554.913132,173,696.314659
630.387048,193,696.643567
565.602065,172,696.838125
538.565757,164,697.014837
580.726765,192,697.216933
536.947957,180,697.408964
547.106054,168,697.643044
557.359296,177,698.010653
591.870174,188,698.240972
545.292142,173,698.463289
581.849843,185,698.705295
555.569987,171,698.933604
615.85007,191,699.173043
590.622232,177,699.946045
612.372229,196,700.149765
544.49442,165,700.317268
530.560568,166,700.482711
596.90486,192,700.674111
573.565686,176,700.97083
606.481478,183,701.168576
608.298187,185,701.365763
607.018487,199,701.561971
531.142568,163,701.727232
581.197809,177,701.903595
599.452011,191,702.228368
540.482761,164,702.404696
572.197227,176,702.584474
638.756039,198,702.789377
590.093971,181,702.972913
595.115485,185,703.146162
633.828743,196,703.467437
585.321822,179,703.657242
613.580347,193,703.85421
644.496318,207,704.085118
615.019389,189,704.286855
631.675816,199,704.649831
606.253105,200,704.875634
619.47733,200,705.079007
695.167288,223,705.307759
625.325175,207,705.526602
567.775654,183,705.859332
564.303281,171,706.038964
605.170068,192,706.245644
583.84575,181,706.449825
573.567638,185,706.679052
561.235297,187,706.901036
595.892975,184,707.265207
552.042724,174,707.466233
614.70228,198,707.68223
610.718954,188,707.877689
606.827998,186,708.073692
665.984754,212,708.423001
560.511561,178,708.611076
572.376878,185,708.796921
575.52465,186,708.992086
581.216527,182,709.180054
611.339247,198,709.512347
570.239769,183,709.717834
564.185452,174,709.902445
615.530141,188,710.093308
630.507416,205,710.299985
606.224273,196,710.492617
601.512098,193,710.826194
538.157072,168,711.003272
591.457961,185,711.190878
620.370307,197,711.408398
603.480024,185,711.601639
623.913551,191,711.930866
577.260053,182,712.1321
581.143185,179,712.321515
591.492818,188,712.517303
608.059197,189,712.706112
631.526978,194,712.902687
581.241006,180,713.210805
599.77449,189,713.419103
600.036576,183,713.618059
531.345316,170,713.796947
595.098566,191,713.994501
587.040657,187,714.334831
574.165546,186,714.559361
525.894063,164,714.748679
617.498669,195,714.955678
603.86823,195,715.157377
618.260657,198,715.363892
602.994764,187,715.704529
635.964451,192,715.929785
614.930773,192,716.135563
622.695442,201,716.347073
616.390351,199,716.567361
557.636584,176,716.88231
576.923347,184,717.090084
641.284382,200,717.313597
616.994513,191,717.513786
590.482762,179,717.692122
605.49841,182,717.872977
622.340994,202,718.669972
603.382968,198,718.88013
625.253474,199,719.087904
626.927121,206,719.317789
581.436744,187,719.536064
588.999652,190,719.891285
628.358474,193,720.112528
619.767706,191,720.320627
585.854199,191,720.527842
644.038214,203,720.734415
632.777074,204,721.07598
574.807301,181,721.258801
552.090717,176,721.462795
577.196874,183,721.667945
602.309388,192,721.871669
513.360909,171,722.057816
598.448118,187,722.417299
617.225295,201,722.637991
587.407002,180,722.840134
601.258654,192,723.048189
529.314228,169,723.228403
619.42171,191,723.57648
639.421114,201,723.816428
577.064292,181,724.019833
601.513749,187,724.222951
621.833706,198,724.441179
634.600032,195,724.633108
547.713502,172,724.921241
558.120753,179,725.114566
562.839562,182,725.314828
620.524341,195,725.532673
594.35132,191,725.741581
611.358867,191,726.103367
610.562432,188,726.30837
628.588468,200,726.51868
586.189958,182,726.709111
626.524018,194,726.91383
608.06612,190,727.11262
618.184784,186,727.453395
638.925619,207,727.715272
614.642477,201,727.940084
571.77583,175,728.124926
591.793728,179,728.315163
635.058845,198,728.65982
615.410133,188,728.889808
523.709583,162,729.080682
622.352972,194,729.300357
619.848234,198,729.522424
626.455347,202,729.897594
617.290164,187,730.115566
62.86208,36,730.155617
646.450298,202,730.382933
549.41038,171,730.558188
566.22895,173,730.744423
567.530212,184,730.933886
569.40759,176,731.257111
592.828145,187,731.46121
648.027074,213,731.688419
616.299042,195,731.893792
542.343331,170,732.065921
639.276452,196,732.403083
617.836244,194,732.619533
635.509108,209,732.837545
698.6193,223,733.060717
331.969607,135,733.194887
620.875945,191,733.508904
627.507166,209,733.734862
640.515862,210,733.951123
657.891637,216,734.168465
636.274483,189,734.352172
664.610003,214,734.686501
650.071925,197,734.895027
634.182709,208,735.103096
593.344182,186,735.2849
625.210835,201,735.481353
637.94198,193,735.672006
681.94536,220,736.02829
646.485744,199,736.227205
678.56965,221,736.444477
638.360587,195,736.633561
644.096297,214,737.393534
659.728651,210,737.625483
637.014425,203,737.843818
633.605424,195,738.054222
654.966049,200,738.266083
645.735144,196,738.47484
673.943108,215,738.879064
624.641949,198,739.103337
703.470875,225,739.343459
678.189843,221,739.57001
643.891058,198,739.903858
701.384825,224,740.16132
656.390412,206,740.382275
629.383299,198,740.585581
649.617158,204,740.798145
658.601593,206,741.14893
649.139058,205,741.378439
632.993396,191,741.583187
633.605382,205,741.792896
724.739061,232,742.027965
658.188525,204,742.353514
800.096512,251,742.614789
705.480497,225,742.844679
62.824166,36,742.881807
666.001383,214,743.094652
649.975542,213,743.302971
660.684095,203,743.640474
667.97657,216,743.866704
663.720665,215,744.084121
653.71971,203,744.28609
679.004162,224,744.511045
638.827419,211,744.882625
656.11484,203,745.102829
639.791007,207,745.323422
652.053193,210,745.539282
655.484437,215,745.893846
644.179892,210,746.116953
669.192944,215,746.34307
638.051175,208,746.553868
642.28051,200,746.755208
655.967036,212,747.092743
637.889796,211,747.316012
648.683128,206,747.524687
684.971443,224,747.75117
701.60169,223,747.968401
650.507511,207,748.31348
643.340321,214,748.541054
649.091005,207,748.763332
