iteration,reward,average_reward
1 ,  33.0 ,  33.0
2 ,  35.0 ,  34.0
3 ,  33.0 ,  33.7
4 ,  19.0 ,  30.0
5 ,  26.0 ,  29.2
6 ,  27.0 ,  28.8
7 ,  28.0 ,  28.7
8 ,  33.0 ,  29.2
9 ,  20.0 ,  28.2
10 ,  25.0 ,  27.9
11 ,  29.0 ,  28.0
12 ,  25.0 ,  27.8
13 ,  64.0 ,  30.5
14 , 147.0 ,  38.9
15 ,  22.0 ,  37.7
16 , 109.0 ,  42.2
17 ,  90.0 ,  45.0
18 ,  71.0 ,  46.4
19 ,  98.0 ,  49.2
20 , 200.0 ,  56.7
