iteration,average_reward,policy_loss,fdm_loss
1 , 111.300000 , 0.723715 , 0.010333
2 , 48.200000 , 0.841258 , 0.027175
3 , 135.100000 , 0.794509 , 0.011349
4 , 161.600000 , 0.837441 , 0.007427
5 , 500.000000 , 0.848322 , 0.013853
6 , 500.000000 , 0.841593 , 0.011979
7 , 500.000000 , 0.809645 , 0.015341
8 , 500.000000 , 0.807846 , 0.015825
