iteration,reward,average_reward
1 ,  29.0 ,  29.0
2 , 144.0 ,  86.5
3 ,  80.0 ,  84.3
4 , 100.0 ,  88.2
5 ,  61.0 ,  82.8
6 , 124.0 ,  89.7
7 ,  74.0 ,  87.4
8 , 144.0 ,  94.5
9 , 200.0 , 106.2
10 ,  98.0 , 105.4
11 , 104.0 , 105.3
12 ,  50.0 , 100.7
