iteration,average_reward,policy_loss,fdm_loss
1 , -117.694660 , 1.057821 , 0.002258
2 , -95.947990 , 0.804220 , 0.005590
3 , -180.100324 , 0.730535 , 0.003419
4 , -305.334096 , 0.513179 , 0.005623
5 , -184.906951 , 0.736943 , 0.006979
6 , -207.652914 , 0.639944 , 0.011469
7 , -311.980979 , 0.729585 , 0.009776
8 , -298.230494 , 0.700884 , 0.010793
9 , -147.942443 , 0.617769 , 0.012000
10 , -246.651706 , 0.543498 , 0.009745
11 , -161.513221 , 0.506305 , 0.015691
12 , -142.125216 , 0.532598 , 0.006909
13 , -196.196707 , 0.567685 , 0.009919
14 , -68.987005 , 0.577721 , 0.007692
15 , -75.012207 , 0.562708 , 0.008094
16 , -115.103800 , 0.621536 , 0.012791
17 , -80.452277 , 0.552070 , 0.005724
18 , -166.034666 , 0.576509 , 0.010683
19 , -235.993389 , 0.462141 , 0.010027
20 , -205.455312 , 0.422622 , 0.012609
21 , -72.314981 , 0.546950 , 0.007695
22 , -167.729922 , 0.572030 , 0.012295
23 , -227.180592 , 0.622001 , 0.007699
24 , -175.669071 , 0.633201 , 0.012579
25 , -269.086420 , 0.588570 , 0.009806
26 , -234.643412 , 0.661631 , 0.009290
27 , -247.356820 , 0.622279 , 0.008744
28 , -179.020565 , 0.584885 , 0.010302
29 , -188.118889 , 0.608375 , 0.005061
30 , -142.778256 , 0.489615 , 0.004491
31 , -100.696346 , 0.497910 , 0.006955
32 , -106.399678 , 0.561234 , 0.005533
33 , -212.944350 , 0.464508 , 0.009883
34 , -156.429880 , 0.513132 , 0.005189
35 , -74.430146 , 0.601084 , 0.013540
36 , -105.100138 , 0.540916 , 0.007318
37 , -250.185375 , 0.534293 , 0.006383
38 , -189.363406 , 0.695341 , 0.007095
39 , -146.151677 , 0.640556 , 0.008457
40 , -177.745920 , 0.566374 , 0.012113
41 , -242.494988 , 0.536923 , 0.006557
42 , -124.200014 , 0.570524 , 0.005737
43 , -103.028973 , 0.600864 , 0.008886
44 , -152.767177 , 0.550883 , 0.004919
45 , -297.011774 , 0.525156 , 0.006882
46 , -215.116487 , 0.498157 , 0.004580
47 , -183.935257 , 0.457314 , 0.009786
48 , -201.026687 , 0.522214 , 0.006103
49 , -126.699677 , 0.507134 , 0.004845
50 , -97.783080 , 0.467428 , 0.003726
