iteration,average_reward,policy_loss,fdm_loss
1 , -252.690826 , 0.000000 , 0.000000
2 , -217.160587 , 0.000000 , 0.000000
3 , -235.691747 , 0.000000 , 0.000000
4 , -332.947551 , 0.000000 , 0.000000
5 , -327.643316 , 0.000000 , 0.000000
6 , -246.036353 , 0.000000 , 0.000000
7 , -157.590399 , 0.000000 , 0.000000
8 , -57.338658 , 0.000000 , 0.000000
9 , 74.593745 , 0.000000 , 0.000000
10 , 6.338598 , 0.000000 , 0.000000
11 , 25.896830 , 0.000000 , 0.000000
12 , 102.767707 , 0.000000 , 0.000000
13 , 205.050296 , 0.000000 , 0.000000
14 , 156.445865 , 0.000000 , 0.000000
15 , 169.531398 , 0.000000 , 0.000000
16 , 203.777483 , 0.000000 , 0.000000
17 , 219.755669 , 0.000000 , 0.000000
18 , 231.730678 , 0.000000 , 0.000000
19 , 222.421115 , 0.000000 , 0.000000
20 , 227.283884 , 0.000000 , 0.000000
21 , 237.303016 , 0.000000 , 0.000000
22 , 229.753273 , 0.000000 , 0.000000
23 , 245.845093 , 0.000000 , 0.000000
24 , 231.367923 , 0.000000 , 0.000000
25 , 214.156529 , 0.000000 , 0.000000
26 , 223.668034 , 0.000000 , 0.000000
27 , 228.583567 , 0.000000 , 0.000000
28 , 203.820608 , 0.000000 , 0.000000
29 , 242.023359 , 0.000000 , 0.000000
30 , 204.496079 , 0.000000 , 0.000000
31 , 241.086216 , 0.000000 , 0.000000
32 , 142.372958 , 0.000000 , 0.000000
33 , 185.859315 , 0.000000 , 0.000000
34 , 130.946031 , 0.000000 , 0.000000
35 , 67.185808 , 0.000000 , 0.000000
36 , 139.825710 , 0.000000 , 0.000000
37 , 87.124864 , 0.000000 , 0.000000
38 , -63.278001 , 0.000000 , 0.000000
39 , -212.418601 , 0.000000 , 0.000000
40 , -9.552425 , 0.000000 , 0.000000
41 , -163.335555 , 0.000000 , 0.000000
42 , 254.852636 , 0.000000 , 0.000000
43 , 74.368268 , 0.000000 , 0.000000
44 , -125.028336 , 0.000000 , 0.000000
45 , 151.383847 , 0.000000 , 0.000000
46 , 171.994351 , 0.000000 , 0.000000
47 , 239.128950 , 0.000000 , 0.000000
48 , 168.845769 , 0.000000 , 0.000000
49 , 212.234633 , 0.000000 , 0.000000
50 , 154.237117 , 0.000000 , 0.000000
