iteration,average_reward,feedback_rate
1 , -194.585245 , 0.303571
2 , -779.185704 , 0.449057
3 , -456.450921 , 0.623431
4 , -354.365163 , 0.471322
5 , -423.404535 , 0.329446
6 , -339.628952 , 0.296875
7 , -223.737552 , 0.294840
