iteration,average_reward,policy_loss,fdm_loss
1 , -201.295044 , 0.643679 , 0.003137
2 , -132.692801 , 0.766800 , 0.005656
3 , -248.596810 , 0.788247 , 0.009587
4 , -290.258037 , 1.011088 , 0.003224
5 , -302.583516 , 0.734620 , 0.004269
6 , -57.146489 , 0.740433 , 0.006078
7 , -48.036821 , 0.886260 , 0.008461
8 , 39.782658 , 0.689042 , 0.003984
9 , 51.743179 , 0.891831 , 0.005827
10 , 59.222420 , 0.794903 , 0.006917
11 , 83.349719 , 0.886784 , 0.008185
12 , 117.676182 , 0.547185 , 0.007747
13 , 36.989301 , 0.546547 , 0.002453
14 , 143.858607 , 0.773753 , 0.002719
15 , 84.545790 , 0.738418 , 0.002187
16 , -69.966870 , 0.973592 , 0.005841
17 , 57.448021 , 0.699664 , 0.004840
18 , -21.874111 , 0.453508 , 0.002283
19 , -1.642752 , 0.406509 , 0.003729
20 , 84.653202 , 0.398829 , 0.008248
21 , 119.481762 , 0.381369 , 0.012938
22 , 91.484315 , 0.598328 , 0.003675
23 , -18.974132 , 0.569138 , 0.005472
24 , 28.390189 , 0.382945 , 0.002680
25 , 33.807833 , 0.367743 , 0.004073
26 , 43.778090 , 0.595330 , 0.002320
27 , 74.441345 , 0.570026 , 0.005073
28 , 54.201562 , 0.434772 , 0.005363
29 , 17.942785 , 0.446381 , 0.002148
30 , 50.728006 , 0.580214 , 0.007799
31 , 60.406320 , 0.549044 , 0.005642
32 , 195.699302 , 0.441763 , 0.002689
33 , 207.413959 , 0.473285 , 0.002615
34 , 8.365029 , 0.480069 , 0.003066
35 , 194.823969 , 0.450413 , 0.002062
36 , 133.197137 , 0.518988 , 0.003796
37 , 52.731467 , 0.575555 , 0.002826
38 , 107.467412 , 0.654838 , 0.002499
39 , 140.233490 , 0.638119 , 0.002193
40 , 161.664009 , 0.564760 , 0.001799
41 , 78.190999 , 0.482372 , 0.003266
42 , 112.394125 , 0.533439 , 0.002289
43 , 93.512410 , 0.595842 , 0.002128
44 , 107.191756 , 0.392207 , 0.002683
45 , 110.738493 , 0.383540 , 0.001717
46 , 112.760726 , 0.425570 , 0.002204
47 , 83.941609 , 0.488582 , 0.002159
48 , 193.863472 , 0.481128 , 0.001770
49 , 144.725184 , 0.620648 , 0.003615
50 , 122.151440 , 0.502466 , 0.002293
