iteration,average_reward,
1 , 25.888889
2 , 21.111111
3 , 18.333333
4 , 17.888889
5 , 18.333333
6 , 16.777778
7 , 19.888889
8 , 18.333333
9 , 19.333333
10 , 19.111111
11 , 16.888889
12 , 20.111111
13 , 17.333333
14 , 24.333333
15 , 17.888889
16 , 22.000000
17 , 20.777778
18 , 18.444444
19 , 17.000000
20 , 21.333333
21 , 28.777778
22 , 29.555556
23 , 17.777778
24 , 31.000000
25 , 51.000000
26 , 55.666667
27 , 38.000000
28 , 40.222222
29 , 42.777778
30 , 39.444444
31 , 26.888889
32 , 40.666667
33 , 40.333333
34 , 55.444444
35 , 48.777778
36 , 47.000000
37 , 47.666667
38 , 45.666667
39 , 41.111111
40 , 40.333333
41 , 47.333333
42 , 51.666667
43 , 49.555556
44 , 43.555556
45 , 52.333333
46 , 52.555556
47 , 42.111111
48 , 41.444444
49 , 43.333333
50 , 52.666667
51 , 47.111111
52 , 45.222222
53 , 42.333333
54 , 50.111111
55 , 50.111111
56 , 54.333333
57 , 44.777778
58 , 57.444444
59 , 51.000000
60 , 49.777778
61 , 51.777778
62 , 48.666667
63 , 42.222222
64 , 40.333333
65 , 46.777778
66 , 48.444444
67 , 41.555556
68 , 55.666667
69 , 52.777778
70 , 35.222222
71 , 58.222222
72 , 50.777778
73 , 45.333333
74 , 46.444444
75 , 52.777778
76 , 43.111111
77 , 49.333333
78 , 45.777778
79 , 54.888889
80 , 47.888889
