iteration,total_reward,policy_loss,idm_loss
1 , 9.0 , 0.6933056 , 0.00012387487
2 , 9.0 , 0.6932128 , 3.5974925e-05
3 , 9.0 , 0.6931683 , 1.6092737e-05
4 , 10.0 , 0.6932957 , 6.9735797e-06
5 , 10.0 , 0.6932592 , 3.9457946e-06
6 , 10.0 , 0.6932741 , 1.9073359e-06
7 , 10.0 , 0.6934151 , 8.70225e-07
8 , 11.0 , 0.6932684 , 6.6757104e-07
9 , 9.0 , 0.6932663 , 3.6954847e-07
10 , 10.0 , 0.693287 , 2.6226016e-07
11 , 10.0 , 0.6933263 , 1.3113018e-07
12 , 9.0 , 0.6932656 , 5.9604627e-08
13 , 10.0 , 0.69318485 , 3.5762785e-08
14 , 9.0 , 0.69343317 , 2.3841856e-08
15 , 10.0 , 0.6933784 , 0.0
16 , 8.0 , 0.6932506 , 1.1920928e-08
