iteration,total_reward,policy_loss,idm_loss
1 , 9.0 , 0.69402164 , 8.3973064e-05
2 , 9.0 , 0.69472516 , 4.0072937e-05
3 , 9.0 , 0.69561356 , 1.51507365e-05
4 , 8.0 , 0.6944076 , 1.9346884e-05
5 , 9.0 , 0.6945232 , 4.1126614e-06
6 , 9.0 , 0.6945353 , 4.5060683e-06
7 , 10.0 , 0.6925833 , 1.7166027e-06
8 , 9.0 , 0.697592 , 1.3470609e-06
9 , 9.0 , 0.70807296 , 6.5564944e-07
10 , 10.0 , 0.7100497 , 2.9802288e-07
11 , 9.0 , 0.72117835 , 2.741812e-07
12 , 10.0 , 0.77388924 , 7.1525555e-08
13 , 8.0 , 0.8476776 , 9.536741e-08
14 , 10.0 , 0.9700882 , 2.3841855e-08
15 , 8.0 , 1.0700876 , 2.3841856e-08
16 , 9.0 , 1.154696 , 2.3841855e-08
17 , 9.0 , 1.1903169 , 0.0
18 , 9.0 , 1.2607504 , 0.0
19 , 9.0 , 1.4021355 , 0.0
20 , 10.0 , 1.4448214 , 0.0
21 , 10.0 , 1.3960223 , 0.0
22 , 10.0 , 1.588854 , 0.0
23 , 9.0 , 1.6116883 , 0.0
